Location,Beds,Baths,Title,Added_Date,Price_thnds,Area_sqft
"Bedian Road, Lahore",3,4,Bedian Road 3 Kanal Luxury Farm House For Sale,Added: 21 hours ago,32000000.0,16335.0
"Barki Road, Cantt",2,2,Grand Luxury Farmhouse On Barki Road - Massive 92 Marla Property For Elite Living!,Added: 2 days ago,80000000.0,25047.0
"Bahria Town - Sector F, Bahria Town",5,7,10 Marla Luxurious Designer Modern House For Sale BahriaTowan Lahore,Added: 2 days ago,50000000.0,2722.5
"Bahria Town - Sector E, Bahria Town",3,4,5 Marla Luxurious Designer House For Sale Secter E Bahria Towan Lahore,Added: 2 days ago,19000000.0,1361.25
"Chinar Bagh, Lahore",4,5,1 Kanal Double Storey House For Sale,Added: 2 days ago,45000000.0,5445.0
"Bedian Road, Lahore",5,5,"16-Kanal Fully Furnished Farmhouse In A High-Status Gated Community, Badian Road Lahore Cantt Your Perfect Home Awaits With EMPIRE Estate""",Added: 2 days ago,290000000.0,87120.0
"DHA Phase 2, DHA Defence",6,7,2 Kanal Fully Furnished Classical Bungalow With Basement And Home Theater For Sale In Phase 2 DHA,Added: 12 hours ago,170000000.0,10890.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",4,5,10 Marla Brand New Facing Park Modern Bungalow For Sale In Phase 8 DHA,Added: 12 hours ago,53000000.0,2722.5
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",4,5,11 Marla Corner Fully Automated Modern Bungalow For Sale In Phase 8,Added: 12 hours ago,58000000.0,2994.75
"DHA Phase 6, DHA Defence",6,7,1 Kanal Fully Basement Furnished Modern Luxurious Bungalow With Pool And Home Theater For Sale In Phase 6,Added: 12 hours ago,189500000.0,5445.0
"DHA Phase 6, DHA Defence",5,6,22 Marla Brand New Faisal Rasul Design Furnished Bungalow For Sale In Phase 6,Added: 12 hours ago,135000000.0,5989.5
"DHA Phase 6, DHA Defence",5,6,2 Kanal Brand New Furnished Spanish Bungalow With 1 Kanal Lawn And 1 Kanal Bungalow For Sale In Phase 6,Added: 12 hours ago,260000000.0,10890.0
"DHA Phase 5, DHA Defence",6,7,2 Kanal Fully Furnished Faisal Rasul Design Classical Bungalow For Sale In Phase 5,Added: 12 hours ago,350000000.0,10890.0
"Bahria Town - Sector C, Bahria Town",5,6,10 MARLA BRAND NEW LUXURY HOUSE FOR SALE,Added: 13 hours ago,35000000.0,2722.5
"Bahria Town - Sector C, Bahria Town",5,6,"10 Marla Residential House For Sale In Sector C LDA Approved, Nearby School, Mosque, Commercial Market, Medicare",Added: 2 weeks ago,28500000.0,2722.5
"DHA Phase 1 - Block J, DHA Phase 1",5,6,One Kanal Used Modern Design Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,Added: 2 weeks ago,72500000.0,5445.0
,,,,,23000000.0,
"Penta Square By DHA Lahore, DHA Phase 5",2,3,"Luxury Apartment For Sale Penta Square, DHA Phase 5",Added: 2 weeks ago,43500000.0,2069.1
"DHA Phase 6, DHA Defence",6,7,2 Kanal Modern House Available For Sale In DHA Phase 6 Block-E,Added: 2 weeks ago,500000000.0,10890.0
,,,,,10300000.0,
"DHA Phase 6, DHA Defence",5,6,FULLY FURNISHED BRAND NEW 2 KANAL FULL BASEMENT WITH HOME THEATRE SUPER HOT LOCATED BUNGALOW IS AVAILABLE IN THE BEST BLOCK OF DHA PHASE 6 LAHORE.,Added: 2 weeks ago,409900000.0,10890.0
"Bahria Nasheman, Lahore",3,4,5 Marla House For Sale in Bahria Nasheman Lahore,Added: 1 week ago,15900000.0,1361.25
"Valencia Housing Society, Lahore",5,6,Modern Design 1-Kanal Residential Bungalow Slightly used Facing 2 kanal Main c direct Approach Urgent For Sale Owner Built,Added: 1 week ago,79900000.0,5445.0
"Raiwind Road, Lahore",2,2,2-Bedroom (Free Furnishing) Best Options For Flat Is Available For Sale In Raiwind Road,Added: 1 week ago,10200000.0,1089.0
"Askari 11, Askari",4,5,4 Bed Room House Available For Sale in Askari 11 Lahore,Added: 1 week ago,54500000.0,2722.5
"Central Park Housing Scheme, Lahore",5,6,10 Marla Beautiful Spanish House Available For Sale,Added: 1 week ago,34000000.0,2722.5
"Bahria Town - Sector F, Bahria Town",3,5,"5 Marla Residential House For Sale In Sector F, Nearby Commercial Market, School, Mosque And Health Care Canter",Added: 21 hours ago,31000000.0,1361.25
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,3 Marla Brand New Modern House for Sale in Al-Kabir Town Phase 2 | Nizam Holdings,Added: 21 hours ago,12500000.0,816.75
"Bedian Road, Lahore",1,1,"8-Kanal Fully Furnished Farmhouse In A High-Status Gated Community, Bedian Road Lahore Cantt Your Perfect Home Awaits",Added: 2 days ago,60000000.0,43560.0
"Bedian Road, Lahore",2,2,"10-Kanal Fully Furnished Farmhouse In A High-Status Gated Community, Badian Road Lahore Cantt Your Perfect Home Awaits With EMPIRE Estate""",Added: 2 days ago,55000000.0,54450.0
"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",5,5,Property For Sale In Bahria Town - Overseas A Lahore Is Available,Added: 2 days ago,127500000.0,5445.0
"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal Brand New Top Location Luxury Classical Modern Design Bungalow For Sale In DHA Phase 7,Added: 2 days ago,65000000.0,5445.0
"Punjab University Society Phase 2, Punjab University Employees Society",,7,6 Marla Flat Building For Sale In PUNJAB university employees society ph 2 main raiwind road lahore,Added: 2 days ago,30000000.0,1633.5
"Bankers Avenue Cooperative Housing Society, Lahore",5,5,Prime Location 10 Marla House In Bankers Avenue Cooperative Housing Society Is Available,Added: 13 hours ago,30000000.0,2722.5
"Bankers Avenue Cooperative Housing Society, Lahore",5,5,9 Marla Modern Brand New House For Sale,Added: 13 hours ago,33500000.0,2450.25
"Bankers Avenue Cooperative Housing Society, Lahore",5,6,9 Marla New House For Sale,Added: 13 hours ago,31500000.0,2722.5
"Bankers Avenue Cooperative Housing Society, Lahore",6,6,10 Marla Luxury New Home For Sale,Added: 13 hours ago,33000000.0,2722.5
"Bankers Avenue Cooperative Housing Society, Lahore",5,6,9 Marla New Luxury House For Sale,Added: 13 hours ago,30000000.0,2450.25
"Bankers Avenue Cooperative Housing Society, Lahore",5,5,1 Kanal Stylish House For Sale Banker Avenue Cooperative Housing Society,Added: 13 hours ago,56000000.0,5445.0
"DHA Phase 6, DHA Defence",6,6,EYE CATCHING 2 KANAL MOST BEAUTIFUL HOUSE WITH SWIMMING POOL & LIFT NEAR TO DHA RAYA,Added: 13 hours ago,330000000.0,10890.0
"DHA Phase 7, DHA Defence",6,6,HALL IN BASEMENT SPANISH VILLA,Added: 13 hours ago,79000000.0,5445.0
"DHA Phase 6, DHA Defence",6,7,1 Kanal Lavish Fully Furnished House Available For Sale In DHA Phase 6 Block-J,Added: 2 weeks ago,215000000.0,5445.0
"Gulberg, Lahore",10,6,4 Kanal House Available For Sale In Gulberg B3 Main Mm Alam To Back Blue Zone.,Added: 2 weeks ago,480000000.0,21780.0
,,,,,28800000.0,
"Park View City - Platinum Block, Park View City",4,4,5 Marla Brand New Spanish Style Luxury House For Sale In Park View City Lahore,Added: 2 weeks ago,16000000.0,1361.25
"Gulberg 3, Gulberg",2,3,BEAUTY ON THE 3RD FLOOR AT CLASSIC GULBERG 3 DOWNTOWN CENTER LAHORE,Added: 2 weeks ago,52500000.0,2150.775
,,,,,18000000.0,
"Main Boulevard Gulberg, Gulberg",,,*OPPORTUNITY OF A LIFETIME - CORPORATE OFFICE AT THE SKY WITH A VIEW HEART OF LAHORE*,Added: 2 weeks ago,51500000.0,1551.825
"Zameen Arx, CBD Punjab (PCBDDA)",3,4,Zameen ARX (Tallest Building In CBD Gulberg) Flat Available With Infinity Pool On 30th Floor,Added: 1 week ago,50300000.0,1197.9
"Main Boulevard Gulberg, Gulberg",1,1,12% Annual Cash Back on Hotel Apartments-   Swiss Mall - MM ALAM ROAD (Residential Apartments also Available on,Added: 1 week ago,8678000.0,163.35
"Township Sector C1 - Block 2, Township - Sector C1",6,7,Exquisite 10 Marla Designer Residence For Sale In Township,Added: 1 week ago,37500000.0,2722.5
"Bedian Road, Lahore",2,3,Farm House For sale Situated In Bedian Road,Added: 1 week ago,100000000.0,43560.0
"DHA Phase 6 - Block F, DHA Phase 6",5,5,Fully Furnished 1 Kanal House Available In DHA Phase 6 - Block F For sale,Added: 1 week ago,132500000.0,5445.0
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,5 Marla Ultra-Luxury Brand New House for Sale Al-Kabir Town Phase 2 (Nizam Holdings),Added: 21 hours ago,18000000.0,1361.25
"Al-Kabir Phase 2 - Block C, Al-Kabir Town - Phase 2",4,5,Most Beautiful 3 Marla House for Sale in Alkabir Town Phase 2 C Block | By Nizam Holdings,Added: 21 hours ago,14500000.0,816.75
"Askari 11 - Sector B, Askari 11",4,5,10 Marla 4 Bed House For Sale In Askari 11 Lahore,Added: 2 days ago,50000000.0,2722.5
"Askari 11, Askari",3,4,10 Marla 3 Bedrooms House For Sale In Askari 11 Lahore,Added: 2 days ago,46500000.0,2722.5
"Askari 11 - Sector B, Askari 11",3,4,10 Marla 3 Bed House For Sale In Askari 11 Lahore,Added: 2 days ago,46000000.0,2722.5
"Valencia Housing Society, Lahore",6,7,1 Kanal House Available For Sale On Prime Location,Added: 2 days ago,62500000.0,5445.0
"Punjab Small Industries Colony, Lahore",5,6,House For sale In Punjab Small Industries Colony,Added: 2 days ago,37500000.0,1905.75
"DHA Phase 6, DHA Defence",4,7,Luxurious 2 Kanal Bungalow with Private Pool in DHA Lahore,Added: 13 hours ago,257500000.0,10890.0
"Bahria Town - Block BB, Bahria Town - Sector D",3,4,House Of 5 Marla Available For sale In Bahria Town - Block BB,Added: 13 hours ago,21500000.0,1361.25
"Bahria Town - Quaid Block, Bahria Town - Sector E",2,2,2 BED APPARTMENT FOR SALL QUAID BLOCK BAHRIA TOWN LAHORE,Added: 13 hours ago,15500000.0,1170.675
"Dream Gardens, Defence Road",,1,READY TO MOVE APARTMENT FOR SALE IN Dream Gardens Lahore,Added: 13 hours ago,5600000.0,299.475
"Izmir Town, Lahore",,,Spacious 395 Sq. Ft. Studio Apartment for Sale Izmir Executives by Al Haram Estate & Developer's.,Added: 13 hours ago,5500000.0,490.05
"Izmir Town, Lahore",,,Spacious 500 Sq. Ft. Apartment for Sale Izmir Executives by Al Haram Estate & Developer's.,Added: 13 hours ago,6000000.0,598.95
"Izmir Town, Lahore",2,2,Spacious 865 Sq. Ft. Apartment for Sale Izmir Executives by Al Haram Estate & Developer's.,Added: 13 hours ago,13500000.0,1034.55
"Jubilee Town, Lahore",,,Spacious 395 Sq. Ft. Apartment for Sale Izmir Executives by Al Haram Estate & Developer's.,Added: 13 hours ago,5500000.0,490.05
"DHA Phase 7 - Block T, DHA Phase 7",5,6,NEAR TO CARREFOUR 01 KANAL SPLENDID LUXURY HOUSE FOR SALE,Added: 2 weeks ago,67500000.0,5445.0
"DHA Phase 6, DHA Defence",5,4,Syed Brothers Offers Brand New Fully Furnished 1 Kanal Elegant And Fully Maintained Super Hot Located Bungalow Is Available In The Best Block Of DHA Phase 6 Lahore.,Added: 2 weeks ago,91500000.0,5445.0
,,,,,28800000.0,
"DHA Phase 5, DHA Defence",5,7,1 KANAL SLIGHTLY USED HOUSE WITH BASEMENT FOR SALE NEAR TO PARK NEAR TO MOSQUE AT DHA PHASE 5,Added: 2 weeks ago,85700000.0,5445.0
"DHA Phase 6, DHA Defence",5,6,1 Kanal New Build Luxury House For Sale In Dha Lahore Phase 6,Added: 2 weeks ago,110000000.0,5445.0
,,,,,25200000.0,
"DHA Phase 6 - Block B, DHA Phase 6",6,7,Luxurious One Kanal House Fully Furnished Full Basement House for Sale In DHA Ready to Move In,Added: 2 weeks ago,90500000.0,5445.0
"DHA Phase 2, DHA Defence",5,6,2 Kanal Prime Location Modern House Available For Sale In DHA Phase 2,Added: 1 week ago,157500000.0,10890.0
"Allama Iqbal Town - Neelam Block, Allama Iqbal Town",6,6,Brand New Triple Storey House For Sale,Added: 1 week ago,32500000.0,1361.25
"Askari 11 - Sector B Apartments, Askari 11",4,5,"Luxury 12 Marla Apartment For Sale 2nd Floor Askari 11, Sector B",Added: 1 week ago,45000000.0,3267.0
"DHA Phase 6 - Block A, DHA Phase 6",4,7,12 MARLA SPANISH VILLA REAR OPN IN DHA NEAR DOLMEN MALL LAHORE,Added: 1 week ago,57500000.0,2722.5
"DHA Phase 6, DHA Defence",6,7,Full Basement One Kanal Spanish Design Luxury Bungalow For Sale At Super Hot Location In Dha Phase 6,Added: 1 week ago,92500000.0,5445.0
"Al-Kabir Town - Phase 2, Al-Kabir Town",4,5,5 Marla Brand New Modern House for Sale in Al-Kabir Town Phase 2 Prime Location | By Nizam Holdings,Added: 21 hours ago,24000000.0,1361.25
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,Elegant 3 Marla Brand New House For Sale In Prime Location Al-Kabir Town Phase 2 | By Nizam Holdings,Added: 21 hours ago,12500000.0,816.75
"Johar Town, Lahore",4,5,HOUSE FOR SALE AT PRIME LOCATION OF H-2 BLOCK,Added: 2 days ago,23000000.0,1361.25
"Johar Town, Lahore",4,5,INVESTOR RATE CORNER HOUSE FOR SALE AT PRIME LOCATION NEAR LACAS SCHOOL,Added: 2 days ago,37500000.0,3267.0
"Paragon City - Imperial 2 Block, Paragon City",3,3,Modern Elegance! 4 Marla Designer Bungalow For Sale In Paragon City Imperial 2 Block,Added: 2 days ago,19000000.0,1089.0
"Paragon City - Imperial Block, Paragon City",4,5,Park-Facing Luxury! 10 Marla Brand New Modern Bungalow for Sale in Paragon City,Added: 2 days ago,55000000.0,2722.5
"Allama Iqbal Town - Nizam Block, Allama Iqbal Town",5,5,"5 Marla Full House, VIP Location Nizam Block, Near Market, Near Park ,Near Mosque Four Bedrooms, Four Bathrooms, Okay Security System, Carpeted Road",Added: 2 days ago,26500000.0,1361.25
"Jubilee Town, Lahore",2,2,Spacious 865 Sq. Ft. Apartment for Sale Izmir Executives by Al Haram Estate & Developer's.,Added: 13 hours ago,13500000.0,1034.55
"Union Town, Abdul Sattar Edhi Road",2,2,1000 Square Feet Modern 2 Bed Townhouse for Sale in Pine Residence,Added: 13 hours ago,9500000.0,1197.9
"Union Town - Block B, Union Town",2,2,1000 Square Feet Modern 2 Bed Townhouse For Sale In Pine Residence,Added: 13 hours ago,9500000.0,1197.9
"Punjab University Society Phase 2, Punjab University Employees Society",2,2,1000 Square Feet Modern 2 Bed Townhouse for Sale in Pine Residence,Added: 13 hours ago,9500000.0,1197.9
"Wapda Town Phase 1, Wapda Town",6,6,Prime Location 1 Kanal House In Lahore Is Available For Sale,Added: 13 hours ago,100000000.0,5445.0
"Allama Iqbal Town, Lahore",5,6,11 Marla Double Storey Luxury House Well Hot Location Ultra Spanish Owner Built Available For Sale In Allama Iqbal Town Lahore,Added: 13 hours ago,75000000.0,2994.75
"Johar Town Phase 2, Johar Town",5,6,5 Marla Double Storey Ultra Modern Stylish Style HOUSE Available For Sale In Johar Town Phase Ii Lahore By Fast Property Services,Added: 13 hours ago,37000000.0,1361.25
"Park View City, Lahore",3,4,3 Years Installment Plan Luxury 3.5 Marla Brand New House In Park View City Lahore,Added: 13 hours ago,12000000.0,952.875
"Al Hafeez Garden - Phase 2, Main Canal Bank Road",3,4,Well-constructed House Available For sale In Al Hafeez Garden - Phase 2,Added: 2 weeks ago,13500000.0,816.75
"Al-Raheem Garden - Phase 4, GT Road",3,4,5 Marla Best Location House For Sale,Added: 2 weeks ago,18000000.0,1361.25
,,,,,28800000.0,
"Askari 10 - Sector S, Askari 10",4,5,Brand New 4 bed Flat With Open View Urgent For Sale,Added: 2 weeks ago,46000000.0,3539.25
"DHA Phase 6, DHA Defence",5,6,Your Dream Home Starts Here 1 Kanal Designer House,Added: 2 weeks ago,87500000.0,5445.0
,,,,,12300000.0,
"DHA Phase 1 - Block M, DHA Phase 1",6,7,2 Kanal Used Modern Design Most Beautiful Basement House For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market .,Added: 2 weeks ago,140000000.0,10890.0
"DHA Phase 5, DHA Defence",5,6,Brand New 1 Kanal Super Luxury Modern Fully Furnished House For Sale In DHA Phase 5 Lahore | Prime Location,Added: 1 week ago,95000000.0,5445.0
"DHA Phase 7, DHA Defence",5,6,Most Elegant 1 Kanal Brand New Semi-Furnished House For Sale,Added: 1 week ago,72500000.0,5445.0
"Palm City, Ferozepur Road",3,4,Beautiful 5 Marla House For Sale In Palm City Lahore,Added: 1 week ago,21500000.0,1361.25
"Beacon House Society, Lahore",,,1 Kanal Modern House For Sale,Added: 1 week ago,60000000.0,5445.0
"Bahria Orchard Phase 1, Bahria Orchard",4,5,Eastern Block Hot Location House For Sale,Added: 1 week ago,23500000.0,1442.925
"Military Accounts Society - Block B, Military Accounts Housing Society",5,6,Brand New Sold Construction 6 Bedroom Double Tv Lounge 30 Feet Road,Added: 21 hours ago,32500000.0,2178.0
"Johar Town, Lahore",6,6,"Brand New 12 Marla House for Sale Block E2, Johar Town, Lahore",Added: 21 hours ago,49000000.0,3267.0
"DHA Phase 5, DHA Defence",5,6,10 Marla Modern Designer House With Full Basement For Sale In Phase 5,Added: 2 days ago,69000000.0,2722.5
"DHA 9 Town, DHA Defence",3,4,5 Marla Brand New Modern House For Sale In 9 Town Prime Location,Added: 2 days ago,30000000.0,1361.25
"Central Park Housing Scheme, Lahore",5,6,10 Marla Brand New House Available For Sale In Central Park Housing Scheme Lahore,Added: 2 days ago,41000000.0,2722.5
"Central Park Housing Scheme, Lahore",5,6,10 Marla Brand New House Available At A Very Reasonable Price For Sale In Central Park Housing Scheme Lahore,Added: 2 days ago,33500000.0,2722.5
"Central Park Housing Scheme, Lahore",3,4,5 Brand New Houses Available For Sale In Central Park Housing Scheme Lahore Modern Living At Its Best,Added: 2 days ago,22000000.0,1361.25
"Park View City, Lahore",4,5,3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,Added: 13 hours ago,15500000.0,1361.25
"College Road, Lahore",3,4,3 Marla House For Sale On College Road Lahore,Added: 13 hours ago,13000000.0,816.75
"Dream Gardens, Defence Road",5,7,8 Marla House Solid Construction Grey Structure For Sale In Phase 1 Dream Gardens Lahore,Added: 13 hours ago,21000000.0,2178.0
"DHA Phase 7 - Block Y, DHA Phase 7",4,5,"10 Marla Solidly Built House for Sale in Y Block, DHA Phase 7",Added: 13 hours ago,57000000.0,2722.5
"Bedian Road, Lahore",4,4,4 Kanal Ultra Luxurious Brand New Farmhouse For Sale On Bedian Road Fully Furnished With Pool & 25kVA Transformer,Added: 13 hours ago,110000000.0,21780.0
"Bedian Road, Lahore",4,4,"4 Kanal Farmhouse For Sale On Bedian Road 4 Bed, Swimming Pool, Servant Quarter",Added: 13 hours ago,70000000.0,21780.0
"Bankers Avenue Cooperative Housing Society, Lahore",6,7,"1 Kanal Grey Structure House For Sale In Bankers Avenue CHS, Bedian Road 6 Bed, B-Block",Added: 13 hours ago,42500000.0,5445.0
"Bedian Road, Lahore",4,4,5 Marla Double-Storey House For Sale Main Bedian Road,Added: 14 hours ago,11000000.0,1361.25
"Bahria Town - Sector B, Bahria Town",5,7,10 Marla Brand New House For Sale In Sector B Bahria Town Lahore,Added: 2 weeks ago,43500000.0,2722.5
"Askari 10 - Sector S, Askari 10",4,5,This is a Brand New 4 Bedroom Apartment in Sector S Askari 10.,Added: 2 weeks ago,46500000.0,3321.45
,,,,,23000000.0,
"Zameen Arx, CBD Punjab (PCBDDA)",1,1,Studio Residential Apartment Available In CBD,Added: 2 weeks ago,28900000.0,544.5
"DHA Phase 7, DHA Defence",5,6,20 Marla Brand New Modern House For sale,Added: 2 weeks ago,92500000.0,5445.0
,,,,,5748000.0,
"Defence Raya, DHA Defence",1,1,"Luxury 1 Bed Apartment for Sale in DHA Raya 18 Green, Tower A 980 Sqft | Prime Location",Added: 2 weeks ago,35500000.0,1197.9
"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",4,5,House For Grabs In 10 Marla Lahore,Added: 1 week ago,56000000.0,2722.5
"Awan Town, Lahore",6,6,Awan Town House For Sale Sized 1 Kanal,Added: 1 week ago,62000000.0,5445.0
"Canal Garden, Lahore",5,5,5 MARLA SPANISH HOUSE FOR SALE,Added: 1 week ago,17500000.0,1361.25
"Canal Garden - Block A, Canal Garden",4,6,5 MARLA SPANISH HOUSE FOR SALE,Added: 1 week ago,21000000.0,1361.25
"Allama Iqbal Town, Lahore",7,7,10 MARLA DOUBLE STORY HOUSE FOR SALE,Added: 1 week ago,69000000.0,2722.5
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,3 Marla Modern Design House for Sale in Al Kabir Town Phase 2 | 3 Bed | Luxury Living,Added: 21 hours ago,15000000.0,816.75
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,Brand New 3 Marla Modern House For Sale In Alkabir Town Phase 2,Added: 21 hours ago,11500000.0,816.75
"Mall Of Lahore, Aziz Bhatti Road",3,4,Mall Of Lahore 3 Master Beds Luxury Apartment Corner Location Nice Views Window,Added: 2 days ago,43000000.0,3158.1
"Valencia - Block J1, Valencia Housing Society",3,3,5 MARLA LIKE BRAND NEW HOUSE,Added: 2 days ago,23000000.0,1361.25
"Model Town - Block E, Model Town",5,6,1 Kanal (50x90) Beautiful House In E Block,Added: 2 days ago,145000000.0,5445.0
"Ali Park - Block E, Ali Park",4,5,5 Mala house Ali Park Lahore Cantt,Added: 2 days ago,19500000.0,1361.25
"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3,4,"EXQUISITE 5 MARLA HOUSE FOR SALE IN DHA RAHBER, SECTOR 2, L BLOCK",Added: 2 days ago,26500000.0,1361.25
"Bankers Avenue Cooperative Housing Society, Lahore",5,5,"1 Kanal House For Sale In Bankers Society, Bedian Road",Added: 14 hours ago,48000000.0,5445.0
"Gajju Matah, Lahore",2,2,"10 Marla House For Sale Near Gajjumatta & Ferozepur Road, Lahore",Added: 14 hours ago,15000000.0,2722.5
"Elite Villas, Bedian Road",3,3,"3 Marla House For Sale Elite Villas, Bedian Road Lahore",Added: 14 hours ago,10000000.0,816.75
"Bankers Avenue Cooperative Housing Society, Lahore",5,6,"18 Marla House for Sale H Block, Bankers Avenue Cooperative Housing Society",Added: 14 hours ago,55000000.0,4900.5
"LDA Avenue, Lahore",5,5,House Of 10 Marla Available In LDA Avenue,Added: 14 hours ago,38000000.0,2722.5
"Bankers Avenue Cooperative Housing Society, Lahore",4,5,"18 Marla House for Sale A Block, Bankers Avenue Cooperative Housing Society (BACHS), Bedian Road",Added: 14 hours ago,42500000.0,4900.5
"Bahria Orchard, Lahore",3,4,5 Marla Like Brand New House For Sale In Bahria Orchard Lahore Phase 2,Added: 14 hours ago,15600000.0,1361.25
"Bankers Avenue Cooperative Housing Society, Lahore",5,5,"9 Marla House For Sale H Block, Bankers Avenue (Main Bedian Road, Lahore)",Added: 14 hours ago,32500000.0,2450.25
"DHA Phase 7, DHA Defence",5,6,1 KANAL FURNISHED HOUSE FOR SALE IN DHA PHASE 7 HOT LOCATION,Added: 2 weeks ago,72500000.0,5445.0
"Bahria Town - Sector C, Bahria Town",5,6,"10 Marla Residential House For Sale IN Sector C, Nearby Commercial Market, School, Mosque And Health Care Canter",Added: 2 weeks ago,29000000.0,2722.5
,,,,,23000000.0,
"Bahria Orchard Phase 1, Bahria Orchard",1,1,1 Bed Residential Apartments at a Prime Location in Bahria Orchard Phase 1 on Easy Installments,Added: 2 weeks ago,8570000.0,680.625
"Al-Kabir Phase 2 - Block E, Al-Kabir Town - Phase 2",3,4,3 Marla Brand New House For Sale In E Block Al Kabir Town Lahore,Added: 2 weeks ago,10500000.0,816.75
,,,,,19700000.0,
"Eden City, Eden",5,6,Beautiful 1 Kanal Luxury House For Sale In Eden City Opposite To Airport - Prime Location,Added: 2 weeks ago,60000000.0,5445.0
"Allama Iqbal Town, Lahore",4,6,"10 Marla Modern Elevation House Construction Owner-Built, Not Contractor-Built For Sale",Added: 1 week ago,65000000.0,2722.5
"DHA Phase 2, DHA Defence",5,6,"DHA Phase 2, 2 Kanal House For Sale With 5 Bedrooms And Servant Quarter",Added: 1 week ago,100000000.0,10890.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",2,2,"A 5 Marla 2 Bedrooms Apartment In DHA Phase 8, Available For Sale In Very LOW PRICE.",Added: 1 week ago,14900000.0,1225.125
"DHA 9 Town, DHA Defence",3,4,5 Marla Designer Spanish House For Sale On 50 Feet Road In Very Low Price.,Added: 1 week ago,25000000.0,1361.25
"Khuda Buksh Colony, Cantt",3,4,3 Marla Brand New Designer House is available on a wide road location for sale,Added: 1 week ago,13799999.999999998,816.75
"Johar Town, Lahore",5,4,Prime Location 12 Marla Home For Sale In Johar Town,Added: 21 hours ago,46000000.0,3267.0
"DHA 11 Rahbar, Lahore",5,5,Prime Location 01 Kanal House For Sale In DHA Rahbar,Added: 21 hours ago,85000000.0,5445.0
"DHA 9 Town, DHA Defence",3,3,Brand New 5 Marla House Available In DHA 9 Town Lahore Near Park &Amp; Mosque,Added: 2 days ago,24500000.0,1361.25
"Park View City, Lahore",4,5,3 Years Installments Plan 3.5 Marla Brand New House For Sale In Park View City,Added: 2 days ago,12000000.0,952.875
"Park View City, Lahore",5,6,3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,Added: 2 days ago,30000000.0,2722.5
"Park View City, Lahore",4,5,3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,Added: 2 days ago,17000000.0,1361.25
"DHA Phase 7, DHA Defence",5,5,Modern Edge 1 Kanal House is Open Now for Sale in DHA Phase 7 At Good Location,Added: 2 days ago,75000000.0,5445.0
"Dream Gardens, Defence Road",1,1,Apartments NON - Furnished For Sale On Easy Instalments In Dream Gardens Lahore,Added: 14 hours ago,9900000.0,598.95
"Bankers Avenue Cooperative Housing Society, Lahore",4,4,"1 Kanal House for Sale Bankers Avenue Cooperative Housing Society, Bedian Road Lahore",Added: 14 hours ago,45000000.0,5445.0
"DHA Phase 6, DHA Defence",3,3,Prominently-Located 5 Marla House Available In DHA Phase 6,Added: 14 hours ago,32000000.0,1361.25
"Bedian Road, Lahore",2,2,2 Kanal Beautiful Farmhouse For Sale Bedian Road | Prime Location | Fully Developed,Added: 14 hours ago,40000000.0,10890.0
"LDA Avenue, Lahore",7,7,10 Marla House Available For Sale At Prime Location,Added: 14 hours ago,35000000.0,2722.5
"LDA Avenue, Lahore",5,6,10 Marla House Available For Sale At Hot Location,Added: 14 hours ago,30000000.0,2722.5
"DHA 9 Town, DHA Defence",3,3,"5 Marla Luxury House For Sale DHA Phase 9 Town, Lahore",Added: 14 hours ago,25000000.0,1361.25
"DHA 9 Town - Block B, DHA 9 Town",3,4,"5 Marla Luxury House for Sale DHA 9 Town, B Block | Prime Location",Added: 14 hours ago,32000000.0,1361.25
"LDA Avenue - Block M, LDA Avenue",6,6,10 MARLA TOP LOCATION HOUSE AVAILABLE FOR SALE IN LDA AVENUE - BLOCK M,Added: 2 weeks ago,33500000.0,2722.5
"Johar Town, Lahore",6,6,10 Marla Brand New Luxury Modern Main 80 Feet Road House All Original Picture attached With Direct Meeting Available For Sale in Johar town,Added: 15 hours ago,51500000.0,2722.5
,,,,,28800000.0,
"Izmir Town, Lahore",1,1,Spacious 395 Sq. Ft. Studio Apartment for Sale Izmir Executives by Al Haram Estate & Developer's.,Added: 2 weeks ago,5500000.0,490.05
"Lake City - Sector M-8, Lake City",4,5,5 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,Added: 2 weeks ago,23500000.0,1361.25
,,,,,19700000.0,
